Name,2MASS Name,SDSS Name,PanSTARRS Name,Other Name,RA (h:m:s),Dec (d:m:s),RA,DEC,SpT,SpT_Type,radius,e_radius,log_g,e_log_g,Teff,e_Teff,Mass,e_Mass,LACEwING,D_Trig,e_D_Trig,pmRA,e_pmRA,pmDE,e_pmDE,SDSS_u,e_SDSS_u,SDSS_g,e_SDSS_g,SDSS_r,e_SDSS_r,SDSS_i,e_SDSS_i,SDSS_z,e_SDSS_z,PanSTARRS_y,e_PanSTARRS_y,J,e_J,H,e_H,K,e_K,MKO_H,e_MKO_H,InDwarfArchive,L_T Transition,Priority,Declination,Visible,Ltflag,Jflag,Ranking,Star,Min,Max,R,Source,Filename,Filename2,WISE Name,Peculiarities,Member,Quality,LACEwING probability,WISE_W1,e_WISE_W1,WISE_W2,e_WISE_W2,WISE_W3,e_WISE_W3,WISE_W4,Young,Gaia_G,HRV,e_HRV,Polarized Filter,Polarized %,e_Polarized %,Polarized Angle,Comments,Polarization,Polflag,e_Gaia_G,MKO_J,e_MKO_J,IRAC3p6,e_IRAC3p6,IRAC4p5,e_IRAC4p5,e_WISE_W4,MKO_K,e_MKO_K,Instrument,MKO_Y,e_MKO_Y,Q/I,e_Q/I,U/I,e_U/I,Variable,e_Variable,Variable%,Variable_period,Varflag,IRAC5p8,e_IRAC5p8,IRAC8,e_IRAC8,e_Variable_period,Sp Note,MKO_L,e_MKO_L
J231.2588+08.5622,,,152502.106+083343.826,PSO J231.2588+08.5622,15 25 02.095,+08 33 43.87,231.2587285,8.5621849,T2:,Opt,,,,,,,,,(None),,,24,8,-77,9,,,,,,,,,20.887,0.071,19.51,0.06,,,,,,,,,,Opt,,D,,,0,,,,,,,,,J152502.09+083343.8,,,,,15.259,0.036,14.541,0.057,12.341,,9.048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J1525+1118,,,152514.814+111830.326,CFBDS J152514.82+111833.1,15 25 14.82,+11 18 33.1,231.311745,11.309194,T2.5,NIR,,,,,,,,,(None),,,,,,,,,,,,,,,21.676,0.203,20.245,0.14,,,,,,,,,X,NIR,1,D,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J1525+0958,,,152525.496+095814.636,ULAS J152526.25+095814.3,15 25 26.25,+09 58 14.3,231.35938,9.970639,T6.5,NIR,,,,,,,,,(None),,,,,,,,,21.61,0.168,,,21.709,0.256,,,,,,,,,,,19.17,0.03,X,NIR,1,D,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.54,0.03,,,,,,,,,19.7,0.11,,,,,,,,,,,,,,,,,
J1525+2004,15252973+2004080,152529.74+200407.9,152529.759+200407.671,,15 25 29.766,+20 04 07.61,231.3740258,20.0687817,L1,Opt,,,,,,,,,(None),,,38.7,11.1,-18.5,11.6,23.962,0.727,23.187,0.464,21.968,0.012,19.763,0.012,18.283,0.008,17.312,0.007,15.507,0.051,14.606,0.051,14.016,0.05,,,X,,,D,X,,0,,,,,,,,,J152529.75+200407.7,,,,,13.744,0.026,13.496,0.03,13.148,,9.465,,19.915,-5.4,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J1525+5810,15253132+5810525,152531.38+581052.9,152531.443+581053.027,,15 25 31.326,+58 10 52.52,231.380525,58.181255,L6.5,NIR,,,,,,,,,(None),,,72,8.6,47.3,27.2,25.302,0.698,23.423,0.51,21.246,0.466,21.77,0.178,20.348,0.024,19.286,0.03,17.055,0.189,15.826,0.125,15.552,0.188,,,X,NIR,,D,,,0,,1525+58,1.38374,2.52105,391.4,Leggett,L6.5_SDSS1525+58.txt,,J152531.42+581053.0,,,,,14.94,0.028,14.542,0.037,12.822,,9.504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1526+2043,15261405+2043414,,152613.827+204336.307,2MASSI J1526140+204341,15 26 14.050,+20 43 41.46,231.558542,20.728184,L5,NIR,0.98,0.1,5.1,0.31,1518,157,54.39,21.4,(None),20.62,3.7,-252.75,,-347.88,,,,,,,,20.667,0.061,18.569,0.007,17.584,0.01,15.586,0.055,14.497,0.044,13.922,0.052,,,X,NIR,1,D,X,1,0,1,1526140+204341,0.658121,2.5607,244.8,SpeX,spex-prism_2MASSIJ1526140+204341_20030523_BUR04B.txt,,152613.84+204336.9,,,,,13.153,0.025,12.826,0.025,12.54,0.267,,,,,,,,,,,,,,,,,,,,,,,SpeX Prism,,,,,,,,,,,,,,,,,,,
J1526+2808,15262104+2808074,152621.04+280807.0,152621.093+280806.543,,15 26 21.092,+28 08 06.23,231.5878823,28.1350637,L1,Opt,,,,,,,,,(None),,,52.4,11.3,-66.9,14.4,25.609,0.681,24.558,0.507,22.547,0.172,20.265,0.028,18.849,0.012,17.872,0.026,15.919,0.098,15.447,0.139,14.472,0.104,,,X,,,D,X,,0,,,,,,,,,J152621.07+280806.5,,,,,14.15,0.026,14.029,0.035,12.486,0.365,9.302,,20.544,11.3,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J1526+0345,,,152655.750+034534.880,CFBDS J152655.80+034536.2,15 26 55.763,+03 45 34.77,231.7323471,3.7596574,T4,NIR,,,,,,,,,(None),,,-80.1,16,-12.01,16.02,,,,,,,,,,,20.439,0.09,,,,,,,17.85,0.03,X,NIR,1,D,,1,0,1,,,,,,,,J152655.76+034534.7,,,,,18.284,,16.312,0.211,12.749,,9.206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSO J231.7899-26.4494,15270961-2626574,,152709.588-262657.931,PSO J231.7900-26.4494,15 27 09.610,-26 26 57.45,231.790043,-26.449293,L0,NIR,,,,,,,20,4,(None),,,-25.8,5.5,-28.1,5.4,,,22.826,,21.526,0.24,20.734,0.037,19.103,0.018,18.059,0.016,15.961,0.078,15.212,0.113,14.617,0.099,15.25,0.03,,,,W,,,0,,,,,,,,,J152709.57-262658.0,VL-G,Upper Centaurus-Lupus,,,14.178,0.029,13.79,0.04,12.551,,8.986,Upper Centaurus-Lupus,,,,,,,,,,,,15.98,0.02,,,,,,14.64,0.05,,,,,,,,,,,,,,,,,,,,
PSO J231.8942-29.0600,15273464-2903354,,152734.621-290335.865,PSO J231.8943-29.0599,15 27 34.612,-29 03 36.04,231.8942164,-29.0600106,L0,NIR,,,,,,,25,8,(None),,,-21.1,2.8,-36.3,2.3,,,23.155,,20.822,,20.405,0.061,18.81,0.016,17.706,0.011,15.767,0.093,14.832,0.074,14.329,0.076,14.91,0.08,,,,W,,,0,,,,,,,,,J152734.62-290335.8,VL-G,Upper Centaurus-Lupus,,,13.882,0.027,13.427,0.033,11.79,,8.347,Upper Centaurus-Lupus,20.727,,,,,,,,,,,15.72,0.09,,,,,,14.29,0.08,,,,,,,,,,,,,,,,,,,,
PSO J232.2+63,15291017+6312539,,152909.949+631254.592,,15 29 10.170,+63 12 53.97,232.292376,63.214993,M7.8:,NIR,1.69,0.06,5,1,2700,200,93.2,7.9,AB Dor,28,3,-125.6,3.4,32.5,3.4,,,19.703,0.029,18.242,0.007,15.447,0.001,14.095,0.004,13.296,0.005,11.643,0.024,10.937,0.029,10.554,0.024,10.992,0.003,,,1,D,X,,2,2,15291017+6312539,0.804171,2.4227,1758.2,Montreal,J152910176312539.txt,,J152909.98+631254.4,"Red, Low-gravity (Young?)",AB Dor,24.6,21,10.296,0.022,10.057,0.02,9.693,0.033,9.174,AB Dor,,,,,,,,,,,,11.534,0.003,,,,,0.342,10.538,0.003,SPeX,,,,,,,,,,,,,,,,,,,
J1529+0922,,,152912.674+092237.255,ULAS J152912.23+092228.5,15 29 12.23,+09 22 28.5,232.30096,9.374583,T6,NIR,,,,,,,,,(None),,,,,,,,,,,,,21.73,0.186,21.532,0.189,,,,,,,,,19.13,0.05,X,NIR,1,D,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.61,0.03,,,,,,,,,20.16,0.12,,,,,,,,,,,,,,,,,
2MASS J15291530-5620406,15291530-5620406,,,,15 29 15.302,-56 20 40.60,232.313757,-56.344612,,,,,,,,,,,(None),79.49,18.26,-588.28,3.296,-127.187,3.118,,,,,,,,,,,,,13.231,0.032,12.733,0.055,12.476,0.049,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,15.836,,,,,,,,,,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J1529+6730,15293306+6730215,,152933.152+673021.097,,15 29 33.064,+67 30 21.51,232.387765,67.505974,L0:,NIR,,,,,,,,,(None),,,46.3,4.6,-27.9,14.5,,,24.604,,22.02,,20.328,0.026,18.862,0.021,17.902,0.022,16.327,0.121,15.34,0.117,14.722,0.101,,,X,,,D,,,0,,15293306+6730215,0.650081,2.56175,244.4,SpeX,spex-prism_2MASSJ15293306+6730215_20070728_KIR10A.txt,,J152933.12+673021.1,,,,,14.536,0.027,14.262,0.033,13.233,0.485,9.616,,,,,,,,,,,,,,,,,,,,,,SpeX Prism,,,,,,,,,,,,,,,,,,,
J1530+5147,15301287+5147169,153012.87+514716.8,153012.858+514717.242,,15 30 12.871,+51 47 16.92,232.553628,51.788033,L0,Opt,,,,,,,,,(None),,,-12.3,5.4,23.8,14.3,23.583,0.807,22.069,0.092,21.334,0.057,19.195,0.012,17.736,0.005,16.807,0.006,15.047,0.041,14.313,0.047,13.737,0.052,,,,,,D,X,,0,,,,,,,,,J153012.84+514717.2,,,,,13.455,0.024,13.166,0.025,13.016,0.378,9.145,,,-3.8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J1531+0601,15310888+0601112,153108.87+060111.4,153108.897+060110.818,ULAS J153108.89+060111.1,15 31 08.882,+06 01 11.25,232.787009,6.019792,L0,Opt,,,,,,,,,(None),,,18.4,14.4,-27.8,25.8,25.197,0.939,21.72,0.186,21.84,0.217,20.181,0.021,18.747,0.006,17.741,0.018,16.049,0.095,15.06,0.064,14.4,0.105,,,X,,,D,,,0,,,,,,,,,J153108.88+060110.9,,,,,14.147,0.028,13.928,0.039,12.278,,9.063,,,-12.7,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J1531+2628,15311921+2628426,153119.92+262835.2,153119.975+262834.595,,15 31 19.951,+26 28 34.60,232.8331294,26.4762791,L0,Opt,,,,,,,,,(None),,,-18.5,9.3,14.9,10.9,23.94,0.93,25.073,0.538,23.757,0.42,20.761,0.048,19.283,0.016,18.355,0.039,14.877,0.038,14.523,0.056,14.47,0.1,,,X,,,D,X,,0,,,,,,,,,J153119.95+262834.6,,,,,15.21,0.034,14.994,0.06,12.956,,9.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J153130.80+003000.6,15313099+0030018,,153130.805+003000.756,,15 31 30.801,+00 30 00.68,232.8783394,0.5001875,L0.4,NIR,,,,,,,,,(None),,,-292.2,10.9,-118.1,9.5,,,22.226,0.205,21.84,0.179,18.93,0.036,17.627,0.015,16.992,0.004,15.496,0.051,15.161,0.081,14.574,0.086,,,,,,D,,,0,,,,,,,,,J153130.80+003000.6,,,,,14.403,0.028,14.158,0.044,12.583,,8.884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J1532+2611,15322338+2611189,153223.34+261119.1,153223.300+261118.857,,15 32 23.380,+26 11 18.95,233.097418,26.188597,L1,Opt,,,,,,,,,(None),,,-67,11.3,-6.4,12.7,25.718,0.62,26.162,0.354,23.536,0.457,20.716,0.024,19.084,0.028,18.126,0.011,16.118,0.096,15.328,0.098,14.898,0.121,,,X,,,D,,,0,,,,,,,,,J153223.30+261118.8,,,,,14.442,0.027,14.186,0.04,12.987,0.513,9.462,,,9.2,12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2MASS J15335010+2044470,15335010+2044470,153350.06+204446.5,153350.009+204446.265,,15 33 50.108,+20 44 47.01,233.458784,20.746393,M9.5:,NIR,,,,,,,,,(None),,,-94.2,23.7,-65.5,23.9,26.528,0.34,24.204,0.447,23.864,0.5,21.212,0.029,19.857,0.031,18.971,0.032,17.062,0.172,16.297,0.188,15.584,0.205,,,,,,D,,,0,,,,,,,,,J153350.02+204446.1,,,,,15.828,0.046,15.464,0.102,12.406,,9.198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WISEA J153358.52+475706.9,15335868+4757065,,153358.505+475706.953,,15 33 58.685,+47 57 06.54,233.49452,47.951817,L8:,NIR,,,,,,,,,(None),,,-135.8,20.9,35,20.9,,,,,,,,,20.473,0.051,19.483,0.073,17.28,,15.909,0.152,14.928,0.153,,,,NIR,,D,,,0,,,,,,,,,J153358.52+475706.9,,,,,14.374,0.025,13.858,0.031,12.625,0.278,9.521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J1534+0556,,,153405.824+055640.031,ULAS J153406.06+055643.9,15 34 06.06,+05 56 43.9,233.52525,5.945528,T5,NIR,,,,,,,,,(None),,,,,,,,,,,22.257,0.19,21.465,0.041,21.202,0.12,20.54,0.24,,,,,,,,,,NIR,1,D,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.02,0.1,,,,,,,,,20.24,0.19,,,,,,,,,,,,,,,,,
J1534+0426,15341068+0426410,153410.68+042640.4,153410.680+042639.104,,15 34 10.686,+04 26 41.05,233.544525,4.444736,L0,NIR,,,,,,,,,(None),,,4.8,41.5,-139,45.1,24.564,0.753,25.203,0.473,24.023,0.421,21.471,0.037,19.969,0.017,19.055,0.028,16.923,0.165,16.422,0.231,15.603,0.215,,,X,,,D,,,0,,,,,,,,,J153410.67+042639.4,,,,,15.583,0.043,15.357,0.113,12.755,,9.043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J1534+1615,15341711+1615463,153417.04+161546.0,153417.011+161545.858,,15 34 17.110,+16 15 46.37,233.571292,16.26288,T3.5,NIR,,,,,,,,,(None),40.16,1.77,-103.1,20.8,-37.7,22.1,23.338,0.515,26.048,0.356,25.629,0.44,23.992,0.614,20.743,0.113,19.285,0.021,16.753,0.133,16.078,0.159,16.411,,,,X,NIR,1,D,,1,0,1,1534+16AB,0.82517,2.53803,251.1,Leggett,T3.5_SDSS1534+16AB.txt,spex-prism_SDSSJ153417.05+161546.1AB_20050406_CHI06A.txt,J153417.02+161545.9,Binary,,,,15.389,0.037,14.412,0.045,12.416,0.43,9.557,,,,,,,,,Binary: sep=110+/-5 mas @ 287.6+/- deg on 2005 May 1 (Liu et al. 2006),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J1534-2952,15344984-2952274,,153449.951-295231.044,2MASSI J1534498-295227,15 34 49.841,-29 52 27.42,233.70767,-29.874283,T6,Opt,,,,,,,,,(None),16.03,0.33,95.89,0.81,-251.11,1.78,,,,,,,,,19.009,0.043,17.294,0.021,14.9,0.054,14.866,0.102,14.843,0.114,,,X,Opt,1,W,X,1,0,1,1534498-295227,0.652175,2.56159,244.6,SpeX,spex-prism_2MASSIJ1534498-295227_20060312_BUR10A.txt,spex-prism_SDSSJ153453.33+121949.2_20050812_CHI06A.txt,153449.97-295230.7,Binary,,,,14.01,0.033,12.619,0.031,11.655,0.273,,,,,,,,,,Binary: a=0.065+/-0.007; PA=1+/-7 deg on 8/18/2000 (Burgasser et al. 2003),,,,,,,,,,,,,SpeX Prism,,,,,,,,,,,,,,,,,,,
J1534+1219,15345325+1219495,153453.33+121949.5,153453.414+121949.075,,15 34 53.258,+12 19 49.58,233.721909,12.330439,L4:,NIR,,,,,,,,,(None),,,184,10.9,-36.3,10.9,23.737,0.693,25.486,0.656,22.011,0.188,20.455,0.033,18.531,0.017,17.505,0.007,15.332,0.047,14.303,0.037,13.827,0.042,,,X,,,D,X,,0,,1534+12,0.740251,2.56124,249.2,Leggett,L4_SDSS1534+12.txt,,J153453.39+121949.0,,,,,12.967,0.023,12.642,0.025,12.326,0.334,8.721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J1536+0155,,,153654.214+015543.830,ULAS J153653.80+015540.6,15 36 53.80,+01 55 40.6,234.22417,1.927944,T5,NIR,,,,,,,,,(None),,,,,,,,,,,,,21.62,0.191,,,,,,,,,,,18.03,0.1,,NIR,1,D,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.93,0.05,,,,,,18.01,0.16,,19.15,0.08,,,,,,,,,,,,,,,,,
J153719.73-080037.9,15371974-0800344,,153719.731-080038.628,,15 37 19.732,-08 00 37.95,234.3322148,-8.0105426,L3.9,NIR,,,,,,,,,(None),,,-11.2,11.4,-310.8,10.1,,,,,,,20.957,0.03,19.497,0.022,18.474,0.019,16.441,0.143,15.359,0.118,14.75,0.122,,,,,,D,,,0,,,,,,,,,J153719.73-080037.9,,,,,14.332,0.029,14.075,0.048,12.2,,8.714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2MASS J15371974-0800344,15371974-0800344,,153719.523-080035.357,,15 37 19.740,-08 00 34.48,234.33225,-8.009578,L2.5,NIR,,,,,,,,,(None),,,-7.6,11.6,-304.2,10.4,,,,,,,21.994,0.214,19.37,0.04,20.181,0.166,16.441,0.143,15.359,0.118,14.75,0.122,15.37,0.11,,,,D,,,0,,,,,,,,,,,,,,14.33,0.03,14.08,0.05,,,,,,,,,,,,,,,,16.06,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,
J1537+1405,15372197+1405082,153721.97+140507.5,153721.965+140507.048,,15 37 21.970,+14 05 08.22,234.341542,14.085617,L0,Opt,,,,,,,,,(None),,,-2.3,17.9,-92.4,19.7,24.42,0.724,21.666,0.312,21.392,0.164,20.215,0.023,18.804,0.012,17.883,0.013,16.132,0.097,15.463,0.135,15.046,0.152,,,X,,,D,,,0,,,,,,,,,J153721.96+140507.1,,,,,14.715,0.029,14.5,0.051,13.147,,9.265,,,0.9,12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J1538-1953,15382417-1953116,,153824.194-195312.435,,15 38 24.172,-19 53 11.62,234.600718,-19.886562,L4 (gamma),Opt,,,,,,,,,(None),,,26,7,-45,7,,,25.302,,22.281,,20.831,0.024,19.308,0.019,18.333,0.021,15.934,0.064,14.852,0.06,14.004,0.049,,,,,1,D,X,,0,,,,,,,,,J153824.18-195312.4,"Red, Low-gravity (Young?)",,,,13.175,0.027,12.695,0.028,11.565,0.279,8.972,red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lup J1539-3448,,,,Lup 153927-344844,15 39 27.253,-34 48 44.09,234.8635547,-34.8122465,L0,Opt,,,,,,,,,(None),,,,,,,,,,,,,,,,,,,,,,,,,,,X,,1,W,,,0,,,,,,,,,J153927.25-344844.0,Very Young?,Lupus,Candidate,,14.771,0.038,14.286,0.057,12.412,,8.973,Lupus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1539-0520,15394189-0520428,,153941.848-052049.315,DENIS-P J153941.96-052042.4,15 39 41.900,-05 20 42.82,234.924583,-5.345228,L4:,Opt,1,0.08,5.19,0.2,1753,85,62.64,15.14,(None),16.33,0.34,593.3,9.3,111,9.6,,,18.307,0.005,17.843,0.005,17.644,0.004,17.577,0.005,17.502,0.008,13.922,0.029,13.06,0.026,12.575,0.029,,,X,,,D,X,,1,1,,,,,,,,153942.33-052041.6,,,,,12.004,0.023,11.744,0.022,11.655,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J1540+3742,15400942+3742316,154009.35+374230.3,154009.227+374227.502,,15 40 09.422,+37 42 31.60,235.03926,37.708778,L9,NIR,,,5,0.5,1600,100,,,(None),,,-217.6,11.6,-390.9,16.4,25.297,0.862,24.557,0.496,24.025,0.548,21.921,0.214,19.472,0.029,18.387,0.05,16.558,0.138,15.348,0.101,14.739,0.081,,,X,NIR,1,D,,1,0,1,1540+37,0.717997,2.5623,248.2,Leggett,L9_SDSS1540+37.txt,spex-prism_SDSSJ154009.36+374230.3_20050813_CHI06A.txt,154009.23+374227.6,,,,,13.968,0.025,13.624,0.031,12.096,0.164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J1540-5101,15404545-5101383,,,,15 40 45.440,-51 01 38.47,235.1893336,-51.0273534,M6.5,Opt,,,,,,,,,(None),,,,,,,,,,,,,,,,,,,13.095,0.037,12.232,0.037,11.976,0.026,,,,,,,,,1,,,,,,,,,J154045.67-510139.3,,,,,7.632,0.031,7.465,0.022,7.261,0.019,7.089,,15.947,,,,,,,,,,,,,,,,,0.088,,,,,,,,,,,,,,,,,,,,,,
J1540+5033,15405072+5033241,154050.74+503324.4,154050.697+503325.043,,15 40 50.722,+50 33 24.18,235.211341,50.556717,L0,Opt,,,,,,,,,(None),,,-7.6,14.3,59.4,31.3,24.957,0.806,22.961,0.543,21.114,0.421,20.641,0.036,19.222,0.017,18.482,0.014,16.662,0.141,16.416,0.274,15.696,0.258,,,X,,,D,,,0,,,,,,,,,J154050.70+503324.9,,,,,15.546,0.033,15.361,0.059,12.809,,9.701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WISEPA J154151.66-225025.2,,,154151.388-225026.824,WISEPA J154151.66-225025.2,15 41 51.66,-22 50 25.2,235.46525,-22.8403333,Y0.5,NIR,,,,,,,,,(None),13.57,5.76,,,,,,,,,20.941,0.052,20.375,0.021,20.041,0.081,19.798,0.007,,,,,,,20.99,0.52,X,,,W,,,0,,,,,,,,,154151.65-225024.9,,,,,16.736,0.165,14.246,0.063,12.2,0.3,9.064,,,,,,,,,MKO K Photometry in Scholz2012 is doubtful,,,,21.16,0.36,16.725,0.044,14.23,0.02,,,,,,,,,,,,,,,,,,,,,,,
J1542+2230,,,154214.234+223010.560,WISE J154214.00+223005.2,15 42 14.001,+22 30 05.29,235.5583363,22.5014686,T9.5,NIR,,,,,,,,,(None),,,,,,,,,,,21.883,0.058,20.925,0.021,20.264,0.044,19.804,0.069,,,,,,,21.8,0.8,,,,D,,,0,,,,,,,,,J154214.00+223005.2,,,,,18.846,0.425,15.043,0.061,13.014,,9.3,,,,,,,,,,,,,20.25,0.13,17.26,0.06,15.06,0.02,,,,,,,,,,,,,,,,,,,,,,,
J1542+5522,15422494+5522451,,154224.917+552245.427,,15 42 24.941,+55 22 45.16,235.603921,55.379211,L4,NIR,,,,,,,,,(None),,,-41.3,10,20.8,22.8,,,26.395,,23.416,,21.5,,20.642,0.05,19.571,0.07,17.134,,15.954,0.152,15.186,,,,X,,,D,,,0,,,,,,,,,J154224.89+552245.3,,,,,15.308,0.03,14.963,0.048,12.656,,9.232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J1542-1007,,,154225.500-100708.810,SIPS J1542-1007,15 42 25.499,-10 07 08.52,235.6062459,-10.1190338,M7.5,Opt,,,,,,,,,(None),,,,,,,,,22.186,0.177,20.977,0.047,17.991,0.009,16.599,0.004,15.88,0.003,,,,,,,,,,,,D,,,0,,,,,,,,,J154225.49-100708.5,,,,,13.167,0.025,12.829,0.027,12.105,,8.901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J1542-0045,15423630-0045452,154236.26-004545.8,154235.886+004547.021,,15 42 36.301,-00 45 45.24,235.651256,-0.762567,L7p,NIR,,,,,,,,,(None),,,-565.2,31.4,-168.1,28.6,23.46,0.601,24.639,0.545,24.747,0.78,21.839,0.145,19.904,0.031,19.048,0.013,16.712,0.132,15.98,0.139,15.414,0.203,,,X,NIR,1,D,,1,0,1,,,,,,,,154235.89-004547.0,Blue,,,,15.106,0.041,14.886,0.087,12.01,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J1543-0147,15434392-0147372,154343.92-014737.2,154343.928-014737.336,,15 43 43.921,-01 47 37.34,235.9330049,-1.7937049,L0,Opt,,,,,,,,,(None),,,-5.3,19,3.4,20,26.208,0.379,21.034,0.378,19.461,0.246,20.312,0.014,18.755,0.013,17.822,0.018,15.963,0.086,15.263,0.096,14.952,0.152,,,,,,D,X,,0,,,,,,,,,J154343.92-014737.2,Galactic Extinction > 0.2 mag,,,,14.384,0.034,14.22,0.061,12.278,0.208,8.908,,20.594,22.1,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J1543-0439,15435283-0439093,,154352.775-043909.562,VHS J154352.78-043909.6,15 43 52.833,-04 39 09.34,235.970139,-4.652594,T4.5,NIR,,,,,,,,,(None),,,-65.8,7.3,-14.9,5,,,,,,,,,20.698,0.042,19.023,0.033,16.51,0.13,15.975,,16.344,,,,,NIR,1,D,,1,0,1,,,,,,,,J154352.77-043909.6,,,,,16.025,0.057,14.471,0.053,11.837,,8.32,,,,,,,,,,,,,,,15.43,0.02,14.54,0.02,,,,,,,,,,,,,,,,,,,,,,,
J1544+0819,,,154427.747+081918.957,ULAS J154427.34+081926.6,15 44 27.34,+08 19 26.7,236.113929,8.324063,T3.5,NIR,,,,,,,,,(None),,,,,,,,,,,21.655,0.256,22.004,0.119,,,,,,,,,,,18.49,0.03,X,NIR,1,D,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.53,0.03,,,,,,18.73,0.03,,19.8,0.05,,,,,,,,,,,,,,,,,
J1544+5842,,,154459.561+584209.326,WISE J154459.27+584204.5,15 44 59.279,+58 42 04.47,236.2469954,58.7012414,T7.5,NIR,,,,,,,,,(None),,,,,,,,,21.068,0.028,20.641,0.058,20.564,0.026,20.526,0.053,20.264,0.176,18.52,0.17,18.34,0.29,17.98,,,,,,,D,,,0,,,,,,,,,J154459.27+584204.4,,,,,18.063,0.168,15.006,0.049,13.25,,9.556,,,,,,,,,2MASS JHK Photometry from the 2MASS camera at Bigelow,,,,,,16.68,0.04,14.95,0.02,,,,,,,,,,,,,,,,,,,,,,,
J1545+0618,15450291+0618077,154502.87+061807.8,154502.800+061807.330,,15 45 02.918,+06 18 07.79,236.262157,6.302164,L4,Opt,,,,,,,,,(None),,,-205.41,80.19,43.66,84.12,25.036,0.742,24.286,0.391,23.952,0.433,20.849,0.028,19.232,0.025,18.278,0.016,16.365,0.113,15.604,0.124,15.275,0.156,,,X,,,D,,,0,,,,,,,,,J154502.81+061807.4,,,,,14.695,0.031,14.4,0.053,12.33,,8.426,,,4.2,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J1545+3555,15450901+3555271,154508.93+355527.3,154508.822+355527.637,,15 45 09.014,+35 55 27.11,236.287558,35.924198,L7.5,NIR,,,,,,,,,(None),,,-183.4,17.5,58.5,25.7,24.787,0.924,24.355,0.457,24.531,0.608,22.338,0.205,20.191,0.042,19.235,0.085,16.834,0.167,15.997,0.19,15.427,0.158,,,X,NIR,1,D,,1,0,1,1545+35,1.41994,2.50388,904.5,Leggett,L7.5_SDSS1545+35.txt,,J154508.82+355527.7,,,,,14.595,0.026,14.175,0.033,12.589,,9.358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J154528.95-100013.0,15452883-1000094,,154528.978-100013.436,,15 45 29.010,-10 00 14.65,236.3708736,-10.0040693,L1.3,NIR,,,,,,,,,(None),,,162.5,8.5,-327.4,7.1,,,,,21.755,0.087,19.331,0.008,17.785,0.014,16.822,0.006,14.998,0.05,14.47,0.046,13.972,0.058,,,,,,D,,,0,,,,,,,,,J154528.95-100013.0,,,,,13.62,0.025,13.29,0.032,12.321,,8.396,,19.538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
