Name,2MASS Name,WISE Name,SDSS Name,Other Name,DiscRef,RA (h:m:s),Dec (d:m:s),RA,DEC,SpT,SpT_Type,r_SpT,Peculiarities,r_Peculiarities,Member,Quality,r_Member,LACEwING,LACEwING probability,D_Trig,e_D_Trig,r_D_Trig,pmRA,e_pmRA,pmDE,e_pmDE,r_pm,HRV,e_HRV,r_RV,WISE_W1,e_WISE_W1,WISE_W2,e_WISE_W2,WISE_W3,e_WISE_W3,WISE_W4,e_WISE_W4,SDSS_u,e_SDSS_u,SDSS_g,e_SDSS_g,SDSS_r,e_SDSS_r,SDSS_i,e_SDSS_i,SDSS_z,e_SDSS_z,IRAC3p6,e_IRAC3p6,r_IRAC3p6,IRAC4p5,e_IRAC4p5,r_IRAC4p5,IRAC5p8,e_IRAC5p8,r_IRAC5p8,IRAC8,e_IRAC8,r_IRAC8,MKO_Y,e_MKO_Y,r_MKO_Y,J,e_J,H,e_H,K,e_K,JHKRef,MKO_J,e_MKO_J,MKO_H,e_MKO_H,MKO_K,e_MKO_K,MKORef,MKO_L,e_MKO_L,r_MKO_L,Variable,e_Variable,r_Variable,Variable_period,e_Variable_period,r_Variable_period,Polarized Filter,Polarized %,e_Polarized %,Polarized Angle,Q/I,e_Q/I,U/I,e_U/I,Polarization Ref,InDwarfArchive,Comments,L-T Transition,Young,Variable%,Polarization,Priority,Declination,Visible,Varflag,Polflag,Ltflag,Jflag,Ranking,Star,Min,Max,R,Instrument,Source,Filename,Filename2,Sp Note
J1332+7459,13324530+7459441,133244.14+745944.8,,G 255-34 B,Gomes2013,13 32 44.10,+74 59 44.8,203.183764,74.995787,L2,NIR,Gomes2013,Companion,Gomes2013,,,,(None),,36.21,1.49,VanLeeuwen2007,-471,28,39,22,Gomes2013,,,,13.194,0.024,12.933,0.025,12.108,0.171,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.103,0.041,14.116,0.034,13.569,0.032,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,X,,,,,0,,,,,,,,,
J1332+3258,13325777+3258135,133257.72+325812.6,133257.73+325813.1,,West2008,13 32 57.74,+32 58 13.1,203.24057,32.97031,L0,Opt,West2008,,,,,,(None),,,,,-104.2,39.62,-107.9,39.65,Zhang2009,-7.9,5,West2008,15.057,0.042,14.857,0.078,>12.559,,,,24.19,1,24.86,0.42,23.22,0.24,20.74,0.04,18.72,0.03,,,,,,,,,,,,,,,,16.567,0.11,15.489,0.111,15.33,0.119,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,D,,,,,,0,,,,,,,,,
J1333+1509,13331284+1509569,133312.70+150956.8,133312.79+150956.6,,Schmidt2010,13 33 12.79,+15 09 56.6,203.30329,15.165722,L0,Opt,Schmidt2010,,,,,,(None),,,,,-161.8,13.9,-10.5,14.3,GagneBDs,-43.5,12.2,Schmidt2010,14.614,0.033,14.356,0.052,>12.603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.839,0.071,15.275,0.091,15.086,0.138,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,D,X,,,,,0,,,,,,,,,
J1333-0215,13334540-0215599,133345.19-021601.1,133345.36-021600.2,,Schmidt2010,13 33 45.36,-02 16 00.2,203.439,-2.266722,L3,Opt,Schmidt2010,,,,,,(None),,,,,-273.8,12.6,-110.5,15.8,GagneBDs,,,,13.534,0.026,13.272,0.032,>12.354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.378,0.041,14.368,0.041,13.852,0.05,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,D,X,,,,,0,,,,,,,,,
J1334+1940,13340623+1940351,133406.17+194036.5,,2MASSW J1334062+194034,Kirkpatrick1999,13 34 06.23,+19 40 35.1,203.525958,19.676417,L1.5,Opt,Kirkpatrick1999,,,,,,(None),,,,,-58,13.82,98.07,14.71,Jameson2008,-21.1,14.3,Schmidt2010,13.661,0.026,13.405,0.032,12.442,0.363,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.477,0.059,14.833,0.065,14.001,0.053,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,D,X,,,,,0,,,,,,,,,
J1334-8226,13341216-8226232,133411.70-822622.8,,,Kirkpatrick2010,13 34 12.16,-82 26 23.2,203.550675,-82.439778,L0,Opt,Kirkpatrick2010,,,,,,(None),,,,,-91.8,1.2,38.8,11.9,GagneBDs,,,,12.929,0.024,12.714,0.025,11.995,0.177,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.566,0.044,13.751,0.043,13.182,0.046,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,X,,,,,,,,,,,,,,
J1335+1506,,,,ULAS J133502.11+150653.5,Burningham2013,13 35 02.11,+15 06 53.5,203.75879,15.114861,T6,NIR,Burningham2013,,,,,,(None),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.03,0.03,Burningham2013,,,,,,,,17.97,0.02,18.3,0.03,18.23,0.14,Burningham2013,,,,,,,,,,,,,,,,,,,,,NIR,,,,1,D,,,,1,,1,,,,,,,,,
J1335+1130,,,,ULAS J133553.45+113005.2,Burningham2008,13 35 53.45,+11 30 05.2,203.97271,11.501444,T9,NIR,Burningham2008,,,,,,(None),,10.01,0.16,Dupuy2012,160.47,51.53,-289.5,50.48,Burningham2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.81,0.04,Burningham2008,,,,,,,,17.9,0.01,18.25,0.01,18.28,0.03,Burningham2008,,,,,,,,,,,,,,,,,,,X,,,,,,,D,,,,,,0,,,,,,,,,
J1336+3743,13364062+3743230,133640.41+374322.2,,,Cruz2007,13 36 40.62,+37 43 23.0,204.16925,37.723056,L1,Opt,Cruz2007,,,,,,(None),,,,,-200.43,9.55,-60.51,13.21,Jameson2008,,,,12.777,0.025,12.537,0.025,12.733,0.446,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.412,0.026,13.63,0.027,13.099,0.022,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,D,X,,,,,0,,,,,,,,,
J1337+4938,13373116+4938367,133731.21+493837.5,,,Cruz2007,13 37 31.15,+49 38 36.7,204.37979,49.643528,L0,Opt,Cruz2007,,,,,,(None),,,,,45.5,5.8,67.5,10.2,GagneBDs,,,,12.239,0.023,11.904,0.023,11.668,0.146,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.765,0.025,13.035,0.027,12.576,0.029,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,D,X,,,,1,1,,,,,,,,,
J1337+2636,13375038+2636512,133750.46+263648.6,,WISE J133750.46+263648.6,Mace2013,13 37 50.46,+26 36 48.4,204.460264,26.613454,T5,NIR,Mace2013,,,,,,(None),,,,,96.4,32.1,-249.6,38,GagneBDs,,,,16.307,0.082,14.616,0.062,>12.224,,>9.03,,,,,,,,,,,,,,,,,,,,,,,,,,,16.673,0.148,>16.115,,>16.966,,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIR,,,,1,D,,,,1,,1,,,,,,,,,
J1338+4140,13382615+4140342,133825.99+414030.3,,2MASSW J1338261+414034,Kirkpatrick2000,13 38 26.14,+41 40 34.2,204.60892,41.676167,L2.5,Opt,Kirkpatrick2000,,,,,,(None),,,,,-153.04,24.28,-311.03,24.52,Jameson2008,,,,12.297,0.023,12.018,0.022,11.802,0.176,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.221,0.022,13.311,0.023,12.771,0.022,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,D,X,,,,,0,,,,,,,,,
J1338-0142,,,,ULAS J133828.69-014245.4,Burningham2013,13 38 28.69,-01 42 45.4,204.61954,-1.712611,T7.5,NIR,Burningham2013,,,,,,(None),,,,,,,,,,,,,>18.22,,16.12,0.19,>13.01,,>9.34,,,,,,,,,,,,,,,,,,,,,,,,19.57,0.08,Burningham2013,,,,,,,,18.69,0.1,19.14,0.09,19.21,0.12,Burningham2013,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,0,,,,,,,,,
J1338+0437,13384944+0437315,133849.52+043729.2,,,Reid2008,13 38 49.44,+04 37 31.5,204.706001,4.625417,L1,Opt,Reid2008,,,,,,(None),,,,,111.78,13.41,-224.2,12.95,Jameson2008,14.7,5.4,Schmidt2010,12.412,0.024,12.219,0.023,12.171,0.234,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.157,0.029,13.249,0.031,12.737,0.032,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,D,X,,,,,0,,,,,,,,,
J1339-0056,,,,ULAS J133933.64-005621.1,Burningham2013,13 39 33.64,-00 56 21.1,204.89017,-0.939194,T7,NIR,Burningham2013,,,,,,(None),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.21,0.05,Burningham2013,,,,,,,,18.24,0.05,18.48,0.04,18.39,0.05,Burningham2013,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,0,,,,,,,,,
J1339+0104,,,,ULAS J133943.79+010436.4,Burningham2013,13 39 43.79,+01 04 36.4,204.93246,1.076778,T5,NIR,Burningham2013,,,,,,(None),,62.42,3.35,VanLeeuwen2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.15,0.05,Burningham2013,,,,,,,,18.08,0.04,18.39,0.13,18.39,0.05,Burningham2013,,,,,,,,,,,,,,,,,,,,,NIR,,,,1,D,,,,1,,1,,,,,,,,,
J1341+0542,13410235+0542489,,,PMI 13410+0542 B,Deacon2014,13 41 02.36,+05 42 48.9,205.25983,5.713586,L4,NIR,Deacon2014,Companion,Deacon2014,,,,(None),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.187,0.142,15.128,0.131,14.799,0.138,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,0,,,,,,,,,
J1341-3052,13411160-3052505,134111.62-305252.1,,,Reid2008,13 41 11.60,-30 52 50.5,205.298334,-30.880694,L2::,Opt,Reid2008,Strong Candidate L1 + T6.5: binary,Bardalez-Gagliuffi2014,,,,(None),,,,,27.9,8.2,-146.3,10,GagneBDs,33.7,5,Galvez_Ortiz2010,12.728,0.023,12.407,0.025,11.825,0.176,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.607,0.031,13.725,0.032,13.081,0.024,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,W,X,,,,,0,,,,,,,,,
J1341+5510,13414890+5510458,134148.72+551047.1,134148.85+551046.2,,Schmidt2010,13 41 48.85,+55 10 46.2,205.453545,55.1795,L1,Opt,Schmidt2010,,,,,,(None),,,,,-138.6,5.2,114.4,10.3,GagneBDs,26.6,6,Schmidt2010,13.587,0.025,13.304,0.029,12.558,0.298,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.209,0.044,14.393,0.04,14.042,0.048,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,D,X,,,,,0,,,,,,,,,
J1342+1340,13420311+1340222,134203.09+134022.1,134203.11+134022.2,,Chiu2006,13 42 03.11,+13 40 22.2,205.51296,13.672833,L5.5,NIR,Chiu2006,,,,,,(None),,,,,-24.6,19.9,-14.6,26.2,GagneBDs,,,,14.454,0.033,14.103,0.046,>12.868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.756,0.144,15.708,0.11,15.109,0.141,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,D,,,,,,0,1342+13,0.787698,2.5606,251.7,,Leggett,L5.5_SDSS1342+13.txt,spex-prism_SDSSJ134203.11+134022.2_20050406_CHI06A.txt,
J1342+1751,13422362+1751558,134223.54+175155.6,,2MASSW J1342236+175156,Kirkpatrick1999,13 42 23.62,+17 51 55.8,205.598417,17.8655,L2.5,Opt,Kirkpatrick1999,,,,,,(None),,,,,-70.09,11.13,-1.96,8.32,Jameson2008,,,,13.983,0.028,13.709,0.038,>12.864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.135,0.082,15.049,0.076,14.59,0.091,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,D,,,,,,0,,,,,,,,,
J1342+6037,13422494+6037314,134224.91+603731.9,,,West2008,13 42 24.93,+60 37 31.4,205.60387,60.6254,L0,Opt,West2008,,,,,,(None),,,,,-18.7,8.8,50.4,24.1,GagneBDs,-36.7,5.1,West2008;Schmidt2010,15.072,0.033,14.911,0.063,>13.238,,,,24.12,0.73,24.39,0.38,23.95,0.41,20.84,0.05,19.07,0.05,,,,,,,,,,,,,,,,16.359,0.102,15.637,0.116,15.508,0.155,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,0,,,,,,,,,
J1342-0027,13422841-0027055,134228.32-002705.2,,,West2008,13 42 28.41,-00 27 05.7,205.61836,-0.45158,L0,Opt,West2008,,,,,,(None),,,,,-116.3,18.2,24.8,12.9,GagneBDs,7.4,38.9,Schmidt2010;West2008,14.01,0.027,13.731,0.035,>12.878,,,,24.77,0.96,24.17,0.39,22.23,0.13,19.74,0.03,17.94,0.02,,,,,,,,,,,,,,,,15.594,0.059,14.877,0.051,14.297,0.084,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,X,,,,,0,,,,,,,,,
J1343-1216,13431074-1216256,134310.44-121628.8,,,Luhman2014a,13 43 10.44,-12 16 28.8,205.7935,-12.274667,L6.5:: p(blue),NIR,Luhman2014a,Blue,Luhman2014a,,,,(None),,,,,-370.6,17.3,-265.3,16.8,GagneBDs,,,,14.527,0.031,14.278,0.048,12.785,0.469,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.272,0.097,15.464,0.093,15.226,0.175,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,0,,,,,,,,,
J1343+3945,13431670+3945087,134316.32+394510.0,,2MASSW J1343167+394508,Kirkpatrick2000,13 43 16.70,+39 45 08.7,205.819584,39.752417,L5,Opt,Kirkpatrick2000,,,,,,(None),,,,,-343.11,30.15,116.14,25.89,Jameson2008,,,,13.233,0.023,12.836,0.027,12.275,0.266,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.162,0.071,14.857,0.05,14.15,0.047,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,D,,,,,,0,,,,,,,,,
J1343-0301,13432249-0301002,134322.52-030100.5,134322.51-030100.2,,Schmidt2010,13 43 22.51,-03 01 00.2,205.843785,-3.016722,L0,Opt,Schmidt2010,,,,,,(None),,,,,36.5,15.8,-25.6,16.1,GagneBDs,4.8,19.5,Schmidt2010,14.58,0.031,14.397,0.051,>12.947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.132,0.089,15.443,0.088,15.031,0.141,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,D,,,,,,0,,,,,,,,,
J1343+1312,13432911+1312267,134328.90+131226.2,134329.01+131226.2,,Schmidt2010,13 43 29.01,+13 12 26.2,205.870875,13.207278,L1,Opt,Schmidt2010,,,,,,(None),,,,,-259,14.4,-44.1,13.5,GagneBDs,,,,14.299,0.029,14.031,0.042,>12.718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.022,0.078,15.444,0.115,14.886,0.117,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,D,,,,,,0,,,,,,,,,
J1343-0220,13433872-0220446,134338.64-022043.4,,,West2008,13 43 38.74,-02 20 44.6,205.9114,-2.34572,L0,Opt,West2008,Galactic Extinction > 0.2 mag,West2008,,,,(None),,,,,-118.2,28.7,133,23.5,GagneBDs,-30.1,31,West2008;Schmidt2010,14.846,0.032,14.398,0.05,>13.033,,,,24.46,1.29,24.45,0.67,22.97,0.29,20.42,0.05,18.64,0.04,,,,,,,,,,,,,,,,16.296,0.122,15.534,0.118,15.018,0.15,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,0,,,,,,,,,
J1345+5216,13452562+5216337,134525.48+521634.6,134525.57+521634.0,,Chiu2006,13 45 25.62,+52 16 33.7,206.356755,52.276028,L3.5,NIR,Chiu2006,,,,,,(None),,,,,-121.8,13.9,86.4,30.5,GagneBDs,,,,14.969,0.033,14.741,0.055,>12.904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.945,0.177,16.257,0.243,15.348,0.142,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,D,,,,,,0,1345+52,0.81794,2.53955,250.9,,Leggett,L3.5_SDSS1345+52.txt,spex-prism_SDSSJ134525.57+521634.0_20050408_CHI06A.txt,
J1345+6542,13454441+6542178,134544.48+654217.8,,,West2008,13 45 44.36,+65 42 17.9,206.43483,65.70497,L0,Opt,West2008,,,,,,(None),,,,,42,4.3,3.4,19.5,GagneBDs,-15.9,31.2,Schmidt2010;West2008,13.99,0.026,13.689,0.03,13.145,0.491,,,24.1,0.98,25.82,0.56,22.49,0.18,20.21,0.04,18.35,0.03,,,,,,,,,,,,,,,,15.873,0.099,>14.907,,>14.599,,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,X,,,,,0,,,,,,,,,
J1346+0842,13460746+0842346,134607.30+084233.7,134607.41+084234.5,,Schmidt2010,13 46 07.41,+08 42 34.5,206.530875,8.709583,L2,Opt,Schmidt2010,,,,,,(None),,,,,-222.2,13.1,-88,15.8,GagneBDs,-17.7,10.6,Schmidt2010,13.754,0.025,13.537,0.031,12.897,0.431,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.743,0.072,14.786,0.083,14.162,0.068,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,D,X,,,,,0,,,,,,,,,
J1346-0031,13464634-0031501,134646.07-003151.4,,SDSSp J134646.45-003150.4,Tsvetanov2000,13 46 46.34,-00 31 50.1,206.693084,-0.530583,T7,Opt,Burgasser2003d,,,,,,(None),,14.64,0.49,Tinney2003,-503.18,3.24,-114.32,1.9,Tinney2003,,,,15.485,0.045,13.567,0.034,12.149,0.257,,,,,,,,,,,,,,,,,,,,,,,,,16.8,0.01,Scholz2012?,16,0.102,15.459,0.118,15.772,0.273,2MASS,15.64,0.01,15.97,0.01,15.96,0.02,Scholz2012?,,,,,,,,,,,,,,,,,,,X,,NIR,,,,1,D,X,,,1,,1,1346-00,0.631141,2.4739,533.7,,Leggett,T6.5_SDSS1346-00.txt,spex-prism_SDSSpJ134646.45-003150.4_20040312_BUR06D.txt,
J1347-7610,13475911-7610054,134759.64-761004.9,,,Kendall2007,13 47 59.11,-76 10 05.4,206.996295,-76.168167,L0,Opt,Phan-Bao2008,,,,,,(None),,,,,257.12,62.63,286.56,62.66,Hambly2001,,,,12.173,0.025,11.865,0.024,11.579,0.128,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.792,0.031,13.045,0.029,12.55,0.03,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,X,,,,1,,,,,,,,,,
J1348-1344,13480290-1344071,134802.49-134412.0,,LHS 2803 B,Deacon2012b,13 48 02.48,-13 44 12.2,207.010343,-13.736721,T5.5,NIR,Deacon2012b,Companion,,,,,(None),,,,,-646.7,35.5,-524.3,35.6,GagneBDs,,,,16.15,0.07,14.18,0.05,>12.14,,>9.14,,,,,,,,,,,,15.3,0.03,Mace2013,14.1,0.02,Mace2013,,,,,,,,,,16.67,0.1,16.67,0.13,>17.01,,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,,2MASS JHK Photometry from PAIRITEL,NIR,,,,1,D,,,,1,,1,,,,,,,,,
J1348+6603,13480677+6603315,134806.99+660328.4,,WISEPC J134806.99+660327.8,Kirkpatrick2011,13 48 06.99,+66 03 27.8,207.029115,66.057722,L9,NIR,Kirkpatrick2011,,,,,,(None),,,,,117.8,6,-274.4,28.1,GagneBDs,,,,14.433,0.028,13.756,0.032,12.649,0.294,>9.62,,,,,,,,,,,,13.953,0.018,Kirkpatrick2011,13.821,0.018,Kirkpatrick2011,,,,,,,,,,17.174,0.07,15.841,0.072,15.551,0.109,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,,NIR,,,,1,D,,,,1,,1,,,,,,,,,
J1348+0353,13484591+0353545,134846.04+035350.9,,,Reid2008,13 48 45.91,+03 53 54.5,207.191292,3.898472,L0:,Opt,Reid2008,,,,,,(None),,,,,206.99,19.52,-355.64,16.67,Jameson2008,0.8,4.3,Schmidt2010,12.888,0.025,12.658,0.026,12.029,0.209,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.628,0.025,13.76,0.028,13.229,0.038,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,D,X,,,,,0,,,,,,,,,
J1349+5049,13492525+5049544,134925.26+504954.8,,,West2008,13 49 25.25,+50 49 54.5,207.35522,50.8318,L0,Opt,West2008,,,,,,(None),,,,,13.8,5.7,44.2,9.9,GagneBDs,-6.7,7.3,West2008;Schmidt2010,13.165,0.024,12.913,0.026,12.372,0.27,,,25.48,0.61,24.9,0.46,21.87,0.07,19.16,0.02,17.26,0.02,,,,,,,,,,,,,,,,14.721,0.034,13.973,0.039,13.567,0.054,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,X,,,,,0,,,,,,,,,
J1349+0918,,,,ULAS J134940.81+091833.3,Burningham2010b,13 49 40.81,+09 18 33.3,207.42004,9.30925,T7,NIR,Burningham2010b,,,,,,(None),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.51,0.03,Burningham2010b,,,,,,,,19.16,0.03,19.43,0.03,19.37,0.04,Burningham2010b,,,,,,,,,,,,,,,,,,,X,,,,,,,D,,,,,,0,,,,,,,,,
J1351+4157,13514747+4157479,135147.43+415747.3,,PMI 13518+4157 B,Deacon2014,13 51 47.47,+41 57 47.9,207.9478,41.963314,L1.5,NIR,Deacon2014,Companion,Deacon2014,,,,(None),,,,,-45.1,8.8,-54.9,12,GagneBDs,,,,13.556,0.026,13.222,0.029,12.46,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.081,0.03,14.352,0.048,13.851,0.039,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,X,,,,,0,,,,,,,,,
J1352+3240,13523867+3240026,135238.64+324002.2,135238.65+324002.4,,Schmidt2010,13 52 38.65,+32 40 02.4,208.161045,32.667333,L0,Opt,Schmidt2010,,,,,,(None),,,,,-35.2,13.8,-38.1,17,GagneBDs,-13.1,7.6,Schmidt2010,14.67,0.033,14.457,0.057,>12.948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.051,0.087,15.287,0.112,14.988,0.126,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,D,,,,,,0,,,,,,,,,
J1353-0857,13530778-0857119,135307.51-085712.0,,WISE J135307.51-085712.0,Thompson2013,13 53 07.50,-08 57 12.1,208.28126,-8.953349,L0,NIR,Thompson2013,,,,,,(None),,,,,-357,15.5,-8.7,15,GagneBDs,,,,13.732,0.027,13.346,0.031,>12.242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,>,,>14.632,,14.197,0.075,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,0,,,,,,,,,
J1353+6509,13532700+6509442,135326.85+650944.0,,,West2008,13 53 27.06,+65 09 44.5,208.36275,65.16235,L0,Opt,West2008,,,,,,(None),,,,,-91.3,7.5,-12.5,25.6,GagneBDs,-41.1,5,West2008,15.356,0.035,15.12,0.061,>13.153,,,,24.66,1.06,24.12,0.35,23.24,0.33,20.52,0.05,18.64,0.04,,,,,,,,,,,,,,,,16.659,0.132,15.93,0.152,15.459,0.153,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,0,,,,,,,,,
J1354+5044,13543964+5044510,135439.33+504451.3,135439.54+504451.0,,Schmidt2010,13 54 39.54,+50 44 51.0,208.664745,50.7475,L1,Opt,Schmidt2010,,,,,,(None),,,,,-259.9,5.7,21.9,13.9,GagneBDs,-22.1,17.4,Schmidt2010,12.719,0.024,12.465,0.024,12.06,0.201,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.353,0.031,13.576,0.028,13.157,0.036,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,D,X,,,,,0,,,,,,,,,
J1356+0853,,,,ULAS J135607.41+085345.2,Burningham2010b,13 56 07.41,+08 53 45.2,209.03088,8.895889,T5,NIR,Burningham2010b,,,,,,(None),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.37,0.05,Burningham2010b,,,,,,,,18.04,0.05,18.19,0.03,18.22,0.05,Burningham2010b,,,,,,,,,,,,,,,,,,,X,,NIR,,,,1,D,,,,1,,1,,,,,,,,,
J1357+1428,13571237+1428398,135712.43+142839.8,135712.40+142839.8,,Schmidt2010,13 57 12.40,+14 28 39.8,209.301675,14.477722,L3,Opt,Schmidt2010,,,,,,(None),,,,,73,11.1,-3.1,10.7,GagneBDs,-11.3,8.9,Schmidt2010,13.348,0.025,12.99,0.028,12.476,0.279,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.584,0.062,14.647,0.063,13.88,0.036,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,D,X,,,,,0,13571237+1428398,0.651848,2.56114,244.5,SpeX Prism,SpeX,spex-prism_2MASSJ13571237+1428398_20050324_BUR10A.txt,,
J1358+1458,13580384+1458204,135803.55+145822.7,,,Sheppard2009,13 58 03.55,+14 58 22.8,209.514777,14.972994,L4 p(red),NIR,Thompson2013,Red,Thompson2013,,,,(None),,,,,-395.1,19.1,221.3,15.7,GagneBDs,,,,13.979,0.027,13.569,0.032,13.035,0.454,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.373,0.114,15.248,0.111,14.661,0.083,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,0,,,,,,,,,
J1358+4234,13582575+4234342,135825.65+423434.7,135825.72+423434.4,,Schmidt2010,13 58 25.72,+42 34 34.4,209.607165,42.576222,L0,Opt,Schmidt2010,,,,,,(None),,,,,-100.5,10.2,44.6,20.5,GagneBDs,,,,14.474,0.03,14.206,0.048,>12.581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.164,0.09,15.318,0.087,14.902,0.109,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,D,,,,,,0,,,,,,,,,
J1358+3747,13585269+3747137,,135852.68+374711.9,,Chiu2006,13 58 52.69,+37 47 13.7,209.719545,37.787139,T4.5,NIR,Chiu2006,,,,,,(None),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.46,0.087,16.142,0.169,>16.099,,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,,NIR,,,,1,D,,,,1,,1,1358+37,0.870104,2.47238,245,,Leggett,T4.5_SDSS1358+37.txt,spex-prism_SDSSJ135852.68+374711.9_20050408_CHI06A.txt,
J1359+4728,13592403+4728431,135923.85+472843.6,135923.99+472843.2,,Knapp2004,13 59 24.03,+47 28 43.1,209.850125,47.478639,L8.5,NIR,Knapp2004,,,,,,(None),,,,,-163.4,12.8,42.2,24.8,GagneBDs,,,,14.576,0.03,14.049,0.04,>12.495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.16,0.228,16.05,0.168,15.49,0.188,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,,NIR,,,,1,D,,,,1,,1,1359+47,1.38453,2.51997,391.4,,Leggett,L8.5_SDSS1359+47.txt,,
